track_id,track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,umur,calm,energic,sad,happy,angry
2j3BmbOK0ZElUhsKH7q7eh,Princesses Don't Cry,CARYS,0.626,0.595,0,-4.975,0,0.0288,0.285,0.0,0.0859,0.65,74.986,212107,4,dewasa,1,0,0,0,1
2jRISGsO4RTm9CQVb1Jusn,I'm Not Her,Clara Mae,0.477,0.51,2,-8.94,1,0.275,0.228,0.0,0.0755,0.477,111.893,194204,5,dewasa,0,0,0,0,0
4kad7RSRCt8ttCkIjEmErs,Royalty,Conor Maynard,0.683,0.634,5,-3.89,1,0.0392,0.124,0.0,0.0411,0.619,86.54,211152,4,dewasa,0,0,0,0,1
4Q7x2zwXG97jfvG7GdOsb3,Crash,Neovaii,0.677,0.792,11,-5.034,0,0.13,0.00862,1.58e-06,0.1,0.195,139.923,226286,4,dewasa,0,0,0,0,1
08DlU63itukHK9nQQUvTYW,MONSTER,KIRA,0.641,0.813,4,-4.298,0,0.0312,0.00363,0.00123,0.0744,0.59,118.005,213139,4,dewasa,0,0,0,0,1
5Y7jp6NMeAI3Q6r1AqlNdv,Honestly,Gabbie Hanna,0.665,0.53,1,-8.067,0,0.228,0.0112,4.47e-05,0.0802,0.485,159.902,174000,4,dewasa,0,1,0,1,0
6hiyI1hYvElYW2tUFl7Enn,QUEEN OF THE FREAKS,AViVA,0.803,0.529,1,-5.621,0,0.0496,0.073,0.0,0.0436,0.57,120.037,214800,4,dewasa,0,0,0,0,1
5LtNBCM2ve0SxP0dlRVvMu,I'm Gonna Show You Crazy,Bebe Rexha,0.474,0.537,2,-6.77,1,0.0649,0.0758,0.0,0.316,0.335,90.103,207775,4,dewasa,0,0,0,0,0
5jkbw3FDS3bSSb4oLKYbjf,Freak (feat. REI AMI),Sub Urban,0.619,0.45,7,-11.965,0,0.515,0.433,0.0,0.513,0.41,179.755,194000,4,dewasa,0,0,0,1,0
2YyLNljkMy2viVcXoFGTDY,Tears of Gold,Faouzia,0.587,0.664,5,-5.698,0,0.0523,0.128,0.0,0.323,0.617,149.957,176118,4,dewasa,0,0,0,1,1
0GntWN0bKgr1SuaRkacknH,Lover,Plot Twist,0.645,0.538,0,-6.366,0,0.044,0.152,0.0,0.0979,0.433,175.867,183409,4,dewasa,0,0,0,1,0
41gaO4xw21B35KtghTTdXx,Secret,DYLYN,0.642,0.51,11,-6.669,0,0.0359,0.245,3.82e-05,0.394,0.313,109.015,211947,4,dewasa,0,0,0,0,0
3Ar4cp3V0SeWXEuRelC86p,Not Another Song About Love,Hollywood Ending,0.586,0.874,11,-5.535,1,0.0416,0.00383,1.04e-06,0.222,0.756,130.083,234346,4,dewasa,0,0,0,0,1
2SPEg45ZaUFJCg9GwNmRvw,None Of My Business,Cher Lloyd,0.793,0.488,2,-5.807,0,0.0462,0.428,0.0,0.0823,0.5,133.957,184005,4,dewasa,0,0,0,0,1
6t2J8WQZv1bl0GN1bsMB66,I Am Falling For You,Loving Caliber,0.659,0.716,10,-7.641,0,0.0587,0.033,4.28e-06,0.06,0.919,172.079,190558,4,dewasa,0,1,0,1,0
4poqovyJtmlKMDnSz6QwsE,The Kid I Used to Know,Arrested Youth,0.639,0.776,9,-4.61,1,0.0829,0.0731,1.97e-06,0.18,0.267,160.101,145801,4,dewasa,0,1,0,1,1
6Gg2MdkMRrTZ39FFbDTnNC,Honestly - Encore,Gabbie Hanna,0.675,0.701,3,-5.045,0,0.494,0.338,0.000991,0.116,0.553,174.638,95000,4,dewasa,0,0,0,1,1
6TqoydI7ZJdRkwBgPYy7eb,Little Poor Me,Layto,0.676,0.787,1,-7.453,1,0.0308,0.000541,0.0,0.431,0.499,139.958,198857,4,dewasa,0,0,0,0,0
4oCYqe8n2E4cKtEp2LhkM2,Shut Up and Cry,Zolita,0.642,0.749,11,-3.793,0,0.0507,0.127,0.0,0.109,0.725,145.915,195616,4,dewasa,0,0,0,1,1
7IOxauZfx5l18mYfX0GZm6,Knees,Bebe Rexha,0.777,0.577,11,-6.872,0,0.0357,0.0781,1.02e-06,0.0869,0.381,109.019,206581,4,dewasa,0,0,0,0,0
60ezc60wStlkinJ724a2cy,Hey Brother (Switching Vocals),Fly By Nightcore,0.706,0.523,5,-7.486,1,0.0272,0.719,0.0,0.116,0.354,113.341,191356,4,dewasa,0,0,1,0,0
2cXATVqLE5BELCbWSHQKva,The Doctor Said,Chloe Adams,0.604,0.283,9,-7.36,1,0.0358,0.758,0.0,0.102,0.173,82.982,211084,4,dewasa,1,0,1,0,0
5jjZikDrEd0by1o7V3fO4y,overwhelmed,Royal & the Serpent,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,159293,4,dewasa,0,0,0,0,0
3Dd8kupwJQDLPzcExJY16q,To My Parents,Anna Clendening,0.657,0.674,1,-5.094,1,0.102,0.343,0.00243,0.104,0.298,85.955,242573,4,dewasa,1,0,0,0,1
3AsgexoKZEbOa0E9svOxQy,Not Afraid,GJan,0.81,0.519,5,-5.193,1,0.0384,0.000616,1.51e-05,0.137,0.466,109.958,188619,4,dewasa,0,0,0,0,1
2bfNnO1OpLCxaDR73phdMk,The Zombie Song,Stephanie Mabey,0.742,0.439,4,-8.598,0,0.065,0.135,0.0,0.122,0.826,92.017,172820,4,dewasa,0,0,0,0,0
1kF9FK8ZuhbTlC7HZtekzD,interlude IV (Showtime),Zach Callison,0.792,0.637,9,-9.125,1,0.491,0.384,0.0,0.083,0.765,120.165,103618,4,dewasa,0,0,0,0,0
50fBaxpXWE8Ul4yjo0Q5O2,Super Psycho Love,Simon Curtis,0.731,0.819,9,-5.978,0,0.0485,0.00889,3.51e-06,0.0832,0.789,109.998,222400,4,dewasa,0,0,0,0,1
2AbPsvbxqYaNCvKXcJn1kV,Redemption,Besomorph,0.644,0.635,7,-6.041,0,0.0453,0.0661,1.35e-05,0.251,0.291,79.958,157500,4,dewasa,1,0,0,0,1
09rBX6mQFN1GFJgfqUQak5,Why Do You Love Me,Charlotte Lawrence,0.838,0.305,8,-6.165,0,0.0824,0.28,0.000116,0.203,0.718,120.065,171908,4,dewasa,0,0,0,0,0
2DgdHcjWmO3qd50RzuBLgZ,House of Memories,Panic! At The Disco,0.506,0.817,11,-5.051,0,0.0335,0.00272,0.0,0.0486,0.506,109.952,208707,4,dewasa,0,0,0,0,1
3QJ3gts5Qrh0TzoSoKd69G,Big Bad Wolf,Roses & Revolutions,0.335,0.818,0,-5.543,0,0.126,0.111,0.0,0.267,0.458,139.624,200269,4,dewasa,0,0,0,0,1
4mz7WAJCJz7QbXsFA2WoXK,Burned,Grace VanderWaal,0.586,0.449,0,-7.729,0,0.0277,0.653,0.0,0.0681,0.19,95.04,191533,4,dewasa,0,0,1,0,0
05mEUsnNYhISO2z7VEwoal,Take a Hint (Mvb Remix),Nightcore Reality,0.614,0.959,11,-4.464,1,0.367,0.0541,0.173,0.0943,0.776,161.73,127500,4,dewasa,0,1,0,1,1
1Rpj9CZE7cGSXUCfiBf0eA,Ghosts,Jacob Tillberg,0.719,0.809,6,-4.679,1,0.182,0.286,0.0,0.081,0.238,125.072,215050,4,dewasa,0,0,0,0,1
7AhlMDKQelsNkWvFeZvmtC,anxiety (with FRND),blackbear,0.652,0.715,0,-5.919,1,0.0388,0.0291,0.0,0.156,0.617,97.981,191036,4,dewasa,0,0,0,0,1
5DHQKZCOZhGNTbYBCekWx0,Paralyzed,NF,0.51,0.643,0,-6.602,1,0.0485,0.214,3.22e-06,0.101,0.0397,130.081,270453,4,dewasa,0,0,0,0,0
3XF5xLJHOQQRbWya6hBp7d,you should see me in a crown,Billie Eilish,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953,4,dewasa,0,0,0,1,0
27vs845Zn0zgoFzwdksFfP,DNA,Lia Marie Johnson,0.535,0.366,1,-7.559,1,0.028,0.721,0.0,0.129,0.163,89.98,217320,4,dewasa,0,0,1,0,0
0G37ZYFgookTlLOjBrLSHd,Pit Of Vipers,Simon Curtis,0.731,0.629,1,-6.859,0,0.034,0.282,9.52e-06,0.315,0.345,99.999,207679,4,dewasa,0,0,0,0,0
2D0FX6WiP1GKGL3yCdXxs7,Joke's On You,Charlotte Lawrence,0.476,0.652,2,-4.546,0,0.104,0.23,0.0,0.136,0.47,190.118,184659,3,dewasa,0,0,0,1,1
5v4OkFH0TJ6W1hCFxyn0px,parents,YUNGBLUD,0.612,0.824,7,-4.758,1,0.0478,0.013,0.0,0.288,0.586,82.017,171880,4,dewasa,1,0,0,0,1
5IMtdHjJ1OtkxbGe4zfUxQ,Escape (The Pina Colada Song),Rupert Holmes,0.836,0.509,0,-13.668,1,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,276493,4,dewasa,0,0,0,0,0
6Ac4NVYYl2U73QiTt11ZKd,Hooked On A Feeling,Blue Swede,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,172867,4,dewasa,0,0,0,0,0
2Xb6wJYGi0QXwURw5WWvI5,Right Down the Line,Gerry Rafferty,0.783,0.322,0,-15.091,1,0.0343,0.213,0.00243,0.114,0.77,128.226,267773,4,dewasa,0,0,0,0,0
4KcH1ZRV2W1q7Flq0QqC76,Blitzkrieg Bop - 2016 Remaster,Ramones,0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,134467,4,dewasa,0,0,0,1,1
3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),Kendrick Lamar,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4,dewasa,0,0,0,0,1
3GZD6HmiNUhxXYf8Gch723,Lost,Frank Ocean,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,234093,4,dewasa,0,0,0,0,1
7kv7zBjMtVf0eIJle2VZxn,Southern Nights,Glen Campbell,0.697,0.813,11,-8.89,0,0.0315,0.0989,0.0232,0.583,0.85,95.301,180027,4,dewasa,0,0,0,0,0
2RlgNHKcydI9sayD2Df2xp,Mr. Blue Sky,Electric Light Orchestra,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73e-06,0.248,0.478,177.765,303373,4,dewasa,0,0,1,1,0
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489,4,dewasa,0,0,0,0,0
3HRQtRUYnnuZY7fE900XtJ,Don't Stop Believin',Journey,0.495,0.781,4,-8.109,1,0.0413,0.254,0.0,0.395,0.473,119.206,248200,4,dewasa,0,0,0,0,0
1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,216933,4,dewasa,0,0,0,0,0
5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600,4,dewasa,0,0,1,0,0
1BkY0N8ChFk2mdLbAUu8ZK,Pass The Dutchie,Musical Youth,0.805,0.418,7,-14.374,1,0.0979,0.459,0.0,0.288,0.966,149.724,205427,4,dewasa,0,0,0,1,0
0UV5zxRMz6AO4ZwUOZNIKI,Where'd All the Time Go?,Dr. Dog,0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,234800,4,dewasa,0,1,0,1,1
56XhZKFVFeylLeAELp6pdE,Best Day Ever,Mac Miller,0.223,0.572,9,-4.531,1,0.0461,0.0401,0.0,0.216,0.0681,175.028,159119,4,dewasa,0,0,0,1,1
6aBh6vT0UV14DneyyNorR2,Kiss Her You Fool,Kids That Fly,0.487,0.716,5,-6.294,1,0.0348,0.00873,0.000203,0.134,0.594,104.98,163448,4,dewasa,0,0,0,0,0
2AYEOC02WLhUiOoaig2SEH,Out of My League,Fitz and The Tantrums,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,209386,4,dewasa,0,1,0,1,1
0GO8y8jQk1PkHzS31d699N,Tongue Tied,GROUPLOVE,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,218013,4,dewasa,0,0,0,0,1
5ruzrDWcT0vuJIOMW7gMnW,The Adults Are Talking,The Strokes,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053,4,dewasa,0,1,0,1,1
2UM2jeXy9VNOdxsWveHxYH,Slow Song,Luke Branson,0.735,0.458,8,-12.196,1,0.0359,0.126,0.000412,0.665,0.187,110.009,160636,4,dewasa,0,0,0,0,0
22PMfvdz35fFKYnJyMn077,Marry You,Bruno Mars,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,230192,4,dewasa,0,0,0,1,1
1yjY7rpaAQvKwpdUliHx0d,Still into You,Paramore,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,216013,4,dewasa,0,0,0,0,1
0Dfctnkk9xIikDKJ06uwzo,She's So Nice,Pink Guy,0.828,0.577,6,-7.656,0,0.158,0.599,0.0,0.0814,0.587,86.339,163493,4,dewasa,0,0,0,0,0
0TEekvXTomKt3hdXDZxxeW,Ribs,Lorde,0.511,0.472,4,-9.277,1,0.091,0.534,0.614,0.11,0.0399,127.978,258969,4,dewasa,0,0,1,0,0
1fo2ctLqj3zBhRQKOXprol,Style,Taylor Swift,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,231000,4,dewasa,0,0,0,0,1
6E3NosMXYlGD21K7KqIxQ1,I Always Knew,The Vaccines,0.393,0.872,2,-2.53,1,0.0401,0.000122,0.000407,0.312,0.393,150.097,214347,4,dewasa,0,0,0,1,1
3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Bruno Mars,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,233478,4,dewasa,0,0,0,1,1
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973,4,dewasa,0,0,0,1,1
7oDd86yk8itslrA9HRP2ki,Die For You - Remix,The Weeknd,0.531,0.525,1,-6.5,0,0.0671,0.232,0.0,0.441,0.502,66.9,232857,4,dewasa,1,0,0,0,0
1qrpoAMXodY6895hGKoUpA,You Belong With Me (Taylor’s Version),Taylor Swift,0.632,0.773,6,-4.856,1,0.0346,0.0623,0.0,0.0885,0.474,130.033,231124,4,dewasa,0,0,0,0,1
2CYVETnhM9aytqrazYYwrK,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),Taylor Swift,0.66,0.817,11,-6.269,0,0.0521,0.162,0.0,0.0667,0.714,135.942,277592,4,dewasa,0,0,0,0,0
22bPsP2jCgbLUvh82U0Z3M,The Way I Loved You (Taylor’s Version),Taylor Swift,0.402,0.732,5,-4.665,1,0.0484,0.0033,0.0,0.108,0.472,161.032,243137,4,dewasa,0,1,0,1,1
0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,ABBA,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,230400,4,dewasa,0,0,0,0,0
15RPEE4Xjz1dQK71zdAJSA,Can I Call You Tonight?,Dayglow,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,278769,4,dewasa,0,0,0,0,0
38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,0.637,0.715,2,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872,210576,4,dewasa,0,0,0,0,1
1oHNvJVbFkexQc0BpQp7Y4,Starships,Nicki Minaj,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,210627,4,dewasa,0,0,0,0,1
0VF7YLIxSQKyNiFL3X6MmN,Stargazing,The Neighbourhood,0.512,0.483,0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009,217027,4,dewasa,0,1,0,1,0
2tgQaL85WoRfgEa4hFQgrE,Feathered Indians,Tyler Childers,0.536,0.574,7,-6.705,1,0.0254,0.75,0.00277,0.105,0.877,87.194,224947,4,dewasa,0,0,0,0,0
45S5WTQEGOB1VHr1Q4FuPl,Golden,Harry Styles,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,208907,4,dewasa,0,0,0,0,1
3jjujdWJ72nww5eGnfs2E7,Adore You,Harry Styles,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4,dewasa,0,0,0,0,1
7h2nmmoWDi2UpfYKLKWLYB,Sunflower,Rex Orange County,0.548,0.765,6,-4.463,1,0.0525,0.646,0.00378,0.522,0.573,129.933,252231,4,dewasa,0,0,0,0,1
1h4KS2RXdsVAzQOAgKNEtS,spaced out,devennn,0.688,0.666,3,-8.795,1,0.0954,0.263,3.14e-06,0.261,0.434,147.025,133696,4,dewasa,0,0,0,1,0
3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,4,dewasa,0,0,0,0,1
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4,dewasa,0,0,0,0,1
4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',Journey,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,250987,4,dewasa,0,0,0,0,0
3WTWh2WDk4j8GUCGj4xfOd,Skate,Bruno Mars,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,203123,4,dewasa,0,0,0,0,0
39sH8Fl415P7O8GRP1Td6Z,Fat Bottomed Girls,Queen,0.253,0.635,2,-10.135,1,0.053,0.0443,1.43e-05,0.324,0.41,176.109,255533,4,dewasa,0,0,0,1,0
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,323000,4,dewasa,0,0,0,0,1
3MpK9vnxxgYvh0CNeGvx6G,On the Road Again,Willie Nelson,0.731,0.716,4,-7.962,1,0.0417,0.687,0.000882,0.597,0.777,111.281,148107,4,dewasa,0,0,0,0,0
3EG9FJ0ToLfgnc1IG2Z1wz,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"Tyler, The Creator",0.468,0.652,0,-4.912,1,0.0722,0.333,0.000318,0.55,0.39,140.223,588139,4,dewasa,0,0,0,0,1
29FQEJUtBAnxWEkux39d7I,O Children,Nick Cave & The Bad Seeds,0.484,0.554,4,-7.064,0,0.0324,0.513,0.00207,0.0533,0.235,121.619,411387,4,dewasa,0,0,1,0,0
4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,George Michael,0.574,0.628,2,-8.815,0,0.036,0.13,0.0,0.271,0.803,153.119,300107,4,dewasa,0,0,0,1,0
7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,220734,4,dewasa,0,0,0,0,1
3gCYle76USfbHa7VDTDg5V,The Kiss Of Venus (Dominic Fike),Paul McCartney,0.715,0.374,8,-6.665,1,0.0399,0.627,0.0,0.11,0.633,89.982,143531,4,dewasa,0,0,0,0,0
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Taylor Swift,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4,dewasa,0,1,0,1,1
169pWCmfvVazzcL4EXFPgL,You Know It,Colony House,0.404,0.962,3,-2.901,1,0.0978,0.0352,0.0,0.146,0.572,158.121,182267,4,dewasa,0,1,0,1,1
0rzaRSujxA0bKyjJl6vHYq,Satellite,Harry Styles,0.576,0.457,0,-6.473,1,0.0304,0.143,3.05e-05,0.0917,0.301,138.984,218577,4,dewasa,0,0,0,0,0
4k6Uh1HXdhtusDW5y8Gbvy,Bad Habit,Steve Lacy,0.686,0.494,1,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,168.946,232067,4,dewasa,0,1,0,1,0
5bgwqaRSS3M8WHWruHgSL5,8TEEN,Khalid,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600,4,dewasa,0,0,0,0,1
2PYSA0e7vCpXqN2iPHTXTN,San Francisco,THE DRIVER ERA,0.656,0.725,1,-6.674,1,0.0292,0.387,4.16e-06,0.322,0.759,100.03,219025,4,dewasa,0,0,0,0,0
4P9Q0GojKVXpRTJCaL3kyy,All Of The Girls You Loved Before,Taylor Swift,0.718,0.467,2,-9.66,1,0.0398,0.707,6.92e-05,0.126,0.396,95.96,221407,3,dewasa,0,0,1,0,0
5CmIIBRVQWLX2uXAkuBlS8,Weatherman,Eddie Benjamin,0.772,0.437,6,-6.877,1,0.0298,0.183,0.0,0.243,0.814,96.971,145979,3,dewasa,0,0,0,0,0
4gBkCqlITvat2A3aYPtMqS,sunburn,almost monday,0.691,0.742,4,-4.544,1,0.0321,0.00372,0.0,0.495,0.788,111.98,173218,4,dewasa,0,0,0,0,1
2Lhdl74nwwVGOE2Gv35QuK,Cupid's Chokehold / Breakfast in America,Gym Class Heroes,0.72,0.744,1,-6.938,0,0.12,0.237,0.0,0.255,0.619,78.953,243773,4,dewasa,1,0,0,0,0
79EkGysjP2dL5GdpeQjRxT,This Side of Paradise,Coyote Theory,0.306,0.664,9,-6.07,1,0.0276,0.432,7.5e-06,0.135,0.321,158.283,242010,4,dewasa,0,1,0,1,1
3QyoC6OvQUmpQwQZ18iaTs,Overdrive,Conan Gray,0.568,0.788,5,-6.28,1,0.0377,0.0101,0.0,0.141,0.46,104.959,183070,4,dewasa,0,0,0,0,0
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,4,dewasa,1,0,0,0,0
0ikz6tENMONtK6qGkOrU3c,Wake Me Up Before You Go-Go,Wham!,0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,231333,4,dewasa,1,0,0,0,0
2374M0fQpWi3dLnB54qaLX,Africa,TOTO,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,4,dewasa,0,0,0,0,0
1n7xFAY4xoPeqRvrkzAtsw,Good Old-Fashioned Lover Boy - Remastered 2011,Queen,0.543,0.461,3,-6.724,1,0.0302,0.577,0.0,0.0563,0.385,96.803,173173,4,dewasa,0,0,1,0,0
47BBI51FKFwOMlIiX6m8ya,I Want It That Way,Backstreet Boys,0.689,0.694,6,-5.83,0,0.027,0.257,0.0,0.148,0.482,99.039,213307,4,dewasa,0,0,0,0,1
3SdTKo2uVsxFblQjpScoHy,Stand By Me,Ben E. King,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,180056,4,dewasa,0,0,0,0,0
1JLn8RhQzHz3qDqsChcmBl,I Want to Know What Love Is - 1999 Remaster,Foreigner,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,304787,4,dewasa,1,0,0,0,0
1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,The Police,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,253920,4,dewasa,0,0,0,0,0
63BcfK6YAzJYeISaTPr6IO,Big Poppa - 2007 Remaster,The Notorious B.I.G.,0.765,0.671,9,-5.249,0,0.278,0.344,0.0,0.0506,0.798,84.5,249867,4,dewasa,1,0,0,0,1
2HbKqm4o0w5wEeEFXm2sD4,Money Trees,Kendrick Lamar,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,386907,4,dewasa,1,0,0,0,0
1UGD3lW3tDmgZfAVDh6w7r,Devil In A New Dress,Kanye West,0.435,0.76,8,-4.935,0,0.0721,0.0175,0.0,0.158,0.206,80.082,351947,4,dewasa,1,0,0,0,1
5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,Kanye West,0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,237507,4,dewasa,0,0,0,0,0
51EC3I1nQXpec4gDk0mQyP,90210 (feat. Kacy Hill),Travis Scott,0.402,0.526,9,-6.741,0,0.0904,0.113,8.33e-06,0.105,0.312,81.404,339067,4,dewasa,1,0,0,0,0
6eVM9lCmIqwGTUOoeH61Lu,Hug Me,Pharrell Williams,0.842,0.622,0,-5.437,1,0.0967,0.0684,0.0,0.33,0.587,139.927,140733,4,dewasa,0,0,0,0,1
5hM5arv9KDbCHS0k9uqwjr,Borderline,Tame Impala,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,237800,4,dewasa,0,0,0,0,1
52ojopYMUzeNcudsoz7O9D,"New Person, Same Old Mistakes",Tame Impala,0.47,0.809,8,-6.74,1,0.0495,0.272,0.00671,0.0491,0.49,151.836,363240,4,dewasa,0,0,0,1,0
5mCPDVBb16L4XQwDdbRUpz,Passionfruit,Drake,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4,dewasa,0,0,0,0,0
3YJJjQPAbDT7mGpX3WtQ9A,Good Days,SZA,0.436,0.655,1,-8.37,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,279204,4,dewasa,0,0,1,0,0
5FSt6K70gANsecaAtXFVbR,When Will I See You Again,Shakka,0.593,0.893,6,-5.811,1,0.132,0.301,0.0,0.135,0.63,150.085,218000,4,dewasa,0,0,0,1,1
42Lq6GBO5KUSNeSgJsOoke,Panama,Van Halen,0.514,0.987,8,-5.391,1,0.109,0.00135,0.000193,0.0697,0.298,141.257,212640,4,dewasa,0,0,0,0,1
4mGJcOKQhmISIWgQ3xCiLB,Til I Forget About You,Big Time Rush,0.568,0.865,5,-3.653,1,0.0486,0.00632,0.0,0.158,0.55,122.014,237947,4,dewasa,0,0,0,0,1
6knXMt7UIPPJveAtsP1Dq4,Don't Run Away,Tyler James Williams,0.747,0.801,7,-6.172,0,0.0493,0.0783,0.0,0.0656,0.713,126.798,176253,4,dewasa,0,0,0,0,0
5ZkAx8zjLiSs1nMmBwJoZS,"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",Owl City,0.638,0.831,11,-6.812,0,0.081,0.0263,0.0,0.0491,0.388,127.975,218093,4,dewasa,0,0,0,0,0
7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,Childish Gambino,0.55,0.596,7,-8.214,1,0.134,0.162,0.00481,0.0805,0.253,165.736,297404,4,dewasa,0,1,0,1,0
4gZDCOFuLCxCRWNhSEcOtJ,These Days,Wallows,0.655,0.668,0,-6.733,1,0.0272,0.0398,0.0302,0.0759,0.867,93.003,202627,4,dewasa,0,0,0,0,0
6kE3BJhZYLIfGLQY2hSzaM,Younger,The Hails,0.7,0.444,9,-6.614,1,0.0349,0.22,4.52e-06,0.193,0.837,170.016,227110,4,dewasa,0,1,0,1,0
796gbCqHEHWvEqtYOBXibL,Fake a Frown,The Hails,0.758,0.634,6,-6.851,0,0.031,0.104,0.000151,0.0973,0.705,112.034,205760,4,dewasa,0,0,0,0,0
